driver,team,lap,stint,compound,tyre_age,pit_stop,safety_car,fuel_effect,track_evolution,lap_time_seconds
NOR,McLaren,32,2,Hard,14,0,0,0.91,-0.256,90.952
NOR,McLaren,33,2,Hard,15,0,0,0.875,-0.264,90.577
NOR,McLaren,34,2,Hard,16,0,0,0.84,-0.272,90.907
NOR,McLaren,35,2,Hard,17,0,0,0.805,-0.28,90.191
NOR,McLaren,36,2,Hard,18,0,0,0.77,-0.288,90.432
NOR,McLaren,37,2,Hard,19,0,0,0.735,-0.296,90.575
NOR,McLaren,38,2,Hard,20,0,0,0.7,-0.304,90.578
NOR,McLaren,39,2,Hard,21,0,0,0.665,-0.312,90.445
NOR,McLaren,40,2,Hard,22,0,0,0.63,-0.32,90.706
NOR,McLaren,41,3,Soft,1,1,0,0.595,-0.328,88.515
NOR,McLaren,42,3,Soft,2,0,0,0.56,-0.336,88.798
NOR,McLaren,43,3,Soft,3,0,0,0.525,-0.344,88.916
NOR,McLaren,44,3,Soft,4,0,0,0.49,-0.352,89.067
NOR,McLaren,45,3,Soft,5,0,0,0.455,-0.36,89.168
NOR,McLaren,46,3,Soft,6,0,0,0.42,-0.368,88.761
NOR,McLaren,47,3,Soft,7,0,0,0.385,-0.376,88.71
NOR,McLaren,48,3,Soft,8,0,0,0.35,-0.384,89.465
NOR,McLaren,49,3,Soft,9,0,0,0.315,-0.392,89.281
NOR,McLaren,50,3,Soft,10,0,0,0.28,-0.4,89.063
NOR,McLaren,51,3,Soft,11,0,0,0.245,-0.408,89.69
NOR,McLaren,52,3,Soft,12,0,0,0.21,-0.416,89.383
NOR,McLaren,53,3,Soft,13,0,0,0.175,-0.424,89.701
NOR,McLaren,54,3,Soft,14,0,0,0.14,-0.432,89.475
NOR,McLaren,55,3,Soft,15,0,0,0.105,-0.44,90.025
NOR,McLaren,56,3,Soft,16,0,0,0.07,-0.448,90.001
NOR,McLaren,57,3,Soft,17,0,0,0.035,-0.456,89.552
NOR,McLaren,58,3,Soft,18,0,0,0.0,-0.464,89.909
PIA,McLaren,1,1,Medium,1,0,0,1.995,-0.008,91.423
PIA,McLaren,2,1,Medium,2,0,0,1.96,-0.016,91.616
PIA,McLaren,3,1,Medium,3,0,0,1.925,-0.024,91.045
PIA,McLaren,4,1,Medium,4,0,0,1.89,-0.032,91.47
PIA,McLaren,5,1,Medium,5,0,0,1.855,-0.04,91.575
PIA,McLaren,6,1,Medium,6,0,0,1.82,-0.048,90.882
PIA,McLaren,7,1,Medium,7,0,0,1.785,-0.056,91.038
PIA,McLaren,8,1,Medium,8,0,0,1.75,-0.064,90.836
PIA,McLaren,9,1,Medium,9,0,0,1.715,-0.072,91.291
PIA,McLaren,10,1,Medium,10,0,0,1.68,-0.08,91.549
PIA,McLaren,11,1,Medium,11,0,0,1.645,-0.088,91.758
PIA,McLaren,12,1,Medium,12,0,0,1.61,-0.096,91.413
PIA,McLaren,13,1,Medium,13,0,0,1.575,-0.104,91.813
PIA,McLaren,14,1,Medium,14,0,0,1.54,-0.112,91.073
PIA,McLaren,15,1,Medium,15,0,0,1.505,-0.12,91.004
PIA,McLaren,16,1,Medium,16,0,0,1.47,-0.128,91.428
PIA,McLaren,17,1,Medium,17,0,0,1.435,-0.136,91.55
PIA,McLaren,18,1,Medium,18,0,0,1.4,-0.144,91.458
PIA,McLaren,19,1,Medium,19,0,0,1.365,-0.152,90.961
PIA,McLaren,20,1,Medium,20,0,0,1.33,-0.16,91.468
PIA,McLaren,21,1,Medium,21,0,0,1.295,-0.168,91.176
PIA,McLaren,22,1,Medium,22,0,0,1.26,-0.176,91.681
PIA,McLaren,23,2,Hard,1,1,0,1.225,-0.184,90.838
PIA,McLaren,24,2,Hard,2,0,1,1.19,-0.192,103.594
PIA,McLaren,25,2,Hard,3,0,1,1.155,-0.2,104.788
PIA,McLaren,26,2,Hard,4,0,1,1.12,-0.208,106.966
PIA,McLaren,27,2,Hard,5,0,1,1.085,-0.216,103.615
PIA,McLaren,28,2,Hard,6,0,0,1.05,-0.224,90.508
PIA,McLaren,29,2,Hard,7,0,0,1.015,-0.232,90.671
PIA,McLaren,30,2,Hard,8,0,0,0.98,-0.24,90.431
PIA,McLaren,31,2,Hard,9,0,0,0.945,-0.248,90.544
PIA,McLaren,32,2,Hard,10,0,0,0.91,-0.256,90.375
PIA,McLaren,33,2,Hard,11,0,0,0.875,-0.264,91.157
PIA,McLaren,34,2,Hard,12,0,0,0.84,-0.272,90.667
PIA,McLaren,35,2,Hard,13,0,0,0.805,-0.28,90.475
PIA,McLaren,36,2,Hard,14,0,0,0.77,-0.288,90.695
PIA,McLaren,37,2,Hard,15,0,0,0.735,-0.296,90.606
PIA,McLaren,38,2,Hard,16,0,0,0.7,-0.304,90.571
PIA,McLaren,39,2,Hard,17,0,0,0.665,-0.312,90.772
PIA,McLaren,40,2,Hard,18,0,0,0.63,-0.32,90.799
PIA,McLaren,41,2,Hard,19,0,0,0.595,-0.328,90.469
PIA,McLaren,42,2,Hard,20,0,0,0.56,-0.336,90.45
PIA,McLaren,43,2,Hard,21,0,0,0.525,-0.344,90.517
PIA,McLaren,44,2,Hard,22,0,0,0.49,-0.352,90.003
PIA,McLaren,45,2,Hard,23,0,0,0.455,-0.36,90.191
PIA,McLaren,46,2,Hard,24,0,0,0.42,-0.368,90.904
PIA,McLaren,47,2,Hard,25,0,0,0.385,-0.376,90.965
PIA,McLaren,48,2,Hard,26,0,0,0.35,-0.384,90.484
PIA,McLaren,49,2,Hard,27,0,0,0.315,-0.392,90.682
PIA,McLaren,50,2,Hard,28,0,0,0.28,-0.4,90.608
PIA,McLaren,51,2,Hard,29,0,0,0.245,-0.408,91.292
PIA,McLaren,52,2,Hard,30,0,0,0.21,-0.416,90.794
PIA,McLaren,53,2,Hard,31,0,0,0.175,-0.424,90.474
PIA,McLaren,54,2,Hard,32,0,0,0.14,-0.432,90.259
PIA,McLaren,55,2,Hard,33,0,0,0.105,-0.44,90.088
PIA,McLaren,56,2,Hard,34,0,0,0.07,-0.448,90.533
PIA,McLaren,57,2,Hard,35,0,0,0.035,-0.456,90.285
PIA,McLaren,58,2,Hard,36,0,0,0.0,-0.464,90.11
